,name,rating,reviews_count,description,city
386,S F B Morse Botanical Reserve,4.7,58,nan,Carmel
387,Carmel Bay,4.7,9,Beach and golf,Carmel
388,Jacks Peak,3.6,5,nan,Carmel
389,Monterey Peninsula Regional Park District,4.7,15,Park,Carmel
390,Pacchetti Dog Park,4.6,306,nan,Carmel
391,Rip Van Winkle Open Space,4.6,125,Forested strip for jogging & dog walking,Carmel
392,Frog Pond Wetland Preserve,4.5,223,Park and nature,Carmel
393,Monterey Bay Coastal Trail,0.0,0,18-mi. paved pathway with scenic views,Carmel
394,Bird Rock Road,0.0,0,nan,Carmel
395,Point Joe,4.6,14,nan,Carmel
396,China Rock,0.0,0,nan,Carmel
397,Fiscalini Ranch Preserve,4.8,740,Scenic place with trails & ocean views,Cambria
398,Shamel Park,4.7,805,Park,Cambria
399,Moonstone Beach Drive,5.0,32,Coastal road with ocean views & beaches,Cambria
400,Hearst Castle,4.6,8949,Storied hilltop mansion open for tours,Cambria
401,Leffingwell Landing State Park,0.0,0,nan,Cambria
402,Bluff Trail,0.0,0,nan,Cambria
403,Cambria Cemetery,4.6,8,nan,Cambria
404,Stolo Vineyards & Winery,4.9,75,"Winery, vineyard, pinot noir, wine, and wine tasting",Cambria
405,Moonstone Cellars,4.8,76,"Winery, wine tasting, and wine",Cambria
406,Hearst San Simeon State Park,4.7,2700,Recreation area with cultural preserve,Cambria
407,Friends Of The Elephant Seal Visitor Center and Gift Shop,4.6,590,Area for elephant seal observation,Cambria
408,Moonstone Beach Park,4.7,1040,Tranquil beach with bluffs & a boardwalk,Cambria
409,Cambria Historical Museum,4.5,20,Museum,Cambria
410,Piedras Blancas Light Station,4.7,181,Historic lighthouse offering tours,Cambria
411,William Randolph Hearst Memorial Beach,4.7,855,Protected cove with activities & grills,Cambria
412,Leffingwell Landing Park,4.8,320,Beach,Cambria
413,Cambria Nursery and Florist,4.8,400,nan,Cambria
414,Cambria Center For The Arts,4.7,30,Art and theatre,Cambria
415,Cambria Farmers Market,4.6,79,nan,Cambria
416,Cutruzzola Vineyards,4.9,28,"Winery, riesling, pinot noir, vineyard, and wine tasting",Cambria
417,Cayucos Cellars,4.4,14,"Wine, winery, and wine tasting",Cambria
418,Monta�a de Oro State Park,4.9,3351,"8,000-acre oceanside recreation area",Cambria
419,San Simeon State Park,0.0,0,Camping,Cambria
420,Gardens at Cambria Pines Lodge,4.9,17,Garden,Cambria
421,Artifacts Gallery,4.9,43,"Art, painting, art museum, and modern art",Cambria
422,Lampton Cliffs Park,4.7,85,Park,Cambria
423,Cambria Dog Park,4.4,58,nan,Cambria
424,Moonstone Beach Boardwalk,4.7,38,nan,Cambria
425,Moonstone Beach Boardwalk,0.0,0,nan,Cambria
426,"Cambria, California",0.0,0,Theatre,Cambria
427,Pinedorado Grounds,4.6,29,nan,Cambria
428,Vault Gallery,4.4,11,"Art, painting, and art museum",Cambria
429,Morro Bay,0.0,0,Morro Rock & Morro Bay State Park,Cambria
430,Morro Strand State Beach,4.7,309,Casual beach for fishing & windsurfing,Cambria
431,Harmony Cellars,4.6,140,"Winery, chardonnay, zinfandel, wine tasting, and vineyard",Cambria
432,Stepladder Ranch & Creamery,4.8,40,nan,Cambria
433,Margarita Adventures,4.9,327,nan,Cambria
434,Morro Bay National Estuary Program,4.8,5,"Estuary, sea otter, and nature",Cambria
435,MBNMS Coastal Discovery Center & San Simeon Office,4.8,12,nan,Cambria
436,Lost Isle Adventures Harbor Tours & Whale Watching,4.8,114,nan,Cambria
437,San Simeon Pier,4.7,379,Beach,Cambria
438,Harmony Headlands State Park,4.7,183,Hiking trail offering ocean views,Cambria
439,Town of Harmony,4.7,12,nan,Cambria
440,Pico Creek Beach,4.9,17,Beach,Cambria
441,Ocean Vista Point,4.8,119,nan,Cambria
442,San Simeon Point,4.8,30,nan,Cambria
443,San Simeon Bay,4.9,48,Bay with scenic views from pier & trails,Cambria
444,Santa Cruz Beach Boardwalk,4.6,39662,Iconic amusement park on the beach,Santa Cruz
445,Santa Cruz Wharf,4.6,14136,Iconic seaside pier with shops & eats,Santa Cruz
446,Natural Bridges State Beach,4.7,1283,"Rock formations, tidepools & marine life",Santa Cruz
447,The Mystery Spot,4.5,6606,Iconic gravity hill offering tours,Santa Cruz
448,Seymour Marine Discovery Center,4.7,907,Aquarium & interactive science museum,Santa Cruz
449,Wilder Ranch State Park,4.7,2106,"Picnic areas, trails & horseback riding",Santa Cruz
450,Santa Cruz Surfing Museum,4.6,262,Exhibits exploring wave-riding culture,Santa Cruz
451,UC Santa Cruz Arboretum & Botanic Garden,4.7,605,Rare plants & a butterfly garden,Santa Cruz
452,Santa Cruz Museum of Art & History,4.6,241,Hands-on exhibitions & special programs,Santa Cruz
453,Henry Cowell Redwoods State Park,4.8,5902,Park with campgrounds & hiking trails,Santa Cruz
454,West Cliff Drive,0.0,0,Scenic ocean view & classic homes,Santa Cruz
455,Lighthouse Field State Beach,4.7,3181,Serene spot with a variety of vistas,Santa Cruz
456,Cowell Beach,4.4,435,Beach and surfing,Santa Cruz
457,Santa Cruz Harbor,4.6,796,nan,Santa Cruz
458,Roaring Camp,4.6,3388,Train rides & all-ages special events,Santa Cruz
459,Neptune's Kingdom,4.6,508,Entertainment center with mini-golf,Santa Cruz
460,MJA Vineyards -- Westside Tasting Room & Cellar,4.8,70,Gathering place for wine & tastings,Santa Cruz
461,Santa Cruz Mission State Historic Park,4.5,96,Verdant grounds & historical exhibits,Santa Cruz
462,Pasatiempo Golf Course,4.5,283,Golf,Santa Cruz
463,Ocean View Park,4.6,446,nan,Santa Cruz
464,Monterey Bay National Marine Sanctuary Exploration Center,4.5,369,Theater & interactive exhibit gallery,Santa Cruz
465,DeLaveaga Park,4.6,951,"Picnic, recreational & athletic areas",Santa Cruz
466,Big Basin Redwoods State Park,4.8,4527,Hiking trails & other outdoor activities,Santa Cruz
467,Giant Dipper,4.8,496,Iconic 1924 wooden roller coaster,Santa Cruz
468,Seabright Beach,4.6,1875,"Beach for swimming, surfing & more",Santa Cruz
469,SUP Shack Santa Cruz,4.6,65,nan,Santa Cruz
470,Pogonip,4.6,412,Scenic sloped park with hiking & biking,Santa Cruz
471,University of California Santa Cruz,4.4,274,nan,Santa Cruz
472,New Brighton State Beach,4.6,1886,Bayfront spot with a forested campground,Santa Cruz
473,Landmark's Nickelodeon Theatre,4.7,347,nan,Santa Cruz
474,O'Neill Yacht Charters,4.8,121,nan,Santa Cruz
475,The Penny Ice Creamery,4.6,1475,nan,Santa Cruz
476,The Abbey Coffee Lounge,4.5,346,nan,Santa Cruz
477,The Blue Lagoon,4.2,530,nan,Santa Cruz
478,Stagnaro Charter Boats,4.6,120,nan,Santa Cruz
479,Shrine Coffee,4.9,109,nan,Santa Cruz
480,Boardwalk's Cocoanut Grove,4.4,111,nan,Santa Cruz
481,Twin Lakes State Beach,4.6,844,Beachside eateries & lagoon trail,Santa Cruz
482,Santa Cruz Museum of Natural History,4.7,190,"Wildlife, plant & archaeology exhibits",Santa Cruz
483,Trescony Park,4.5,58,nan,Santa Cruz
484,Kayak Connection,4.6,56,nan,Santa Cruz
485,Bigfoot Discovery Museum,4.3,275,Collections of local sightings & history,Santa Cruz
486,Babbling Brook Inn,4.2,127,nan,Santa Cruz
487,Santa Cruz Shakespeare,4.8,151,nan,Santa Cruz
488,Santa Cruz Community Farmers' Market,4.7,208,nan,Santa Cruz
489,Chardonnay Sailing Charters,4.9,319,nan,Santa Cruz
490,Brady's Yacht Club,4.4,235,nan,Santa Cruz
491,Blue Water Ventures,5.0,13,nan,Santa Cruz
492,Shadowbrook Restaurant,4.7,2918,nan,Santa Cruz
493,Sunset State Beach,4.7,2431,Oceanside spot for picnics & camping,Santa Cruz
494,Haunted Castle,4.0,33,nan,Santa Cruz
495,Neary Lagoon Park,4.4,394,Wildlife habitat with floating walkways,Santa Cruz
496,Shanty Shack Brewing,4.8,247,nan,Santa Cruz
497,Abbott Square Market,4.7,108,nan,Santa Cruz
498,Moe's Alley,4.7,116,nan,Santa Cruz
499,Birichino Winery Tasting Room,4.9,40,nan,Santa Cruz
500,Bicycle Trip,4.5,101,nan,Santa Cruz
501,Mount Hermon Adventures,4.9,718,nan,Santa Cruz
502,Capitola,0.0,0,"Beach, surfing, wine, art, and fishing",Santa Cruz
503,Steamer Lane,4.8,223,Iconic surf spot with a surfing museum,Santa Cruz
504,Giggles-N-Wiggles,4.5,64,nan,Santa Cruz
505,Lighthouse Point,4.7,772,"Lighthouse, surfing, park, and beach",Santa Cruz
506,Twin Lakes State Beach,4.6,82,Beach and park,Santa Cruz
507,Seabright beach,4.8,5,Beach and park,Santa Cruz
508,Boardwalk Bowl,4.4,856,State-of-the-art facility by the beach,Santa Cruz
509,Mission Santa Cruz 1791,4.2,227,Historic mission with a garden,Santa Cruz
510,Capitola Seashells,4.9,20,nan,Santa Cruz
511,Manresa Main State Beach,4.7,1414,Sandy stretch for surfing & surf fishing,Santa Cruz
512,Sea Goddess Whale Watching,4.6,476,"Whale watching, dolphin, humpback whale, orca, and cetaceans",Santa Cruz
513,DeLaveaga Golf Course,4.4,280,Hilltop golf course & driving range,Santa Cruz
514,Harvey West Park,4.5,323,"Park with pools, ball fields & play area",Santa Cruz
515,Frederick Street Park,4.5,449,Community space with a playground,Santa Cruz
516,Sanctuary Cruises,4.8,198,nan,Santa Cruz
517,New Brighton State Beach,4.5,86,Relaxed cove with a forested campground,Santa Cruz
518,Natural Bridges Monarch Trail,4.6,276,Nature,Santa Cruz
519,Fall Creek Unit | Henry Cowell Redwoods State Park,4.9,147,Park and hiking,Santa Cruz
520,Walton Lighthouse,4.9,8,Lighthouse and harbor,Santa Cruz
521,Santa Cruz Art League,4.7,28,Art gallery with local works & classes,Santa Cruz
522,Santa Cruz Mountain Vineyard,4.6,33,"Vineyard, cabernet sauvignon, pinot noir, wine, and winery",Santa Cruz
523,Depot Park,4.2,433,Playground & synthetic-turf ball field,Santa Cruz
524,Seacliff State Beach,4.6,4001,Camping & hiking among redwoods,Santa Cruz
525,Fly Bay Area,4.8,95,nan,Santa Cruz
526,Downtown Association,4.1,72,"Wine, art, and shopping",Santa Cruz
527,Mary Porter Sesnon Art Gallery,5.0,4,Sculpture,Santa Cruz
528,Pacific Avenue,4.5,6,Shopping,Santa Cruz
529,Santa Cruz Beach,4.5,1332,Wide sandy beach near shops & cafes,Santa Cruz
530,California Association of Museums,5.0,1,Museum,Santa Cruz
531,Cave Train,4.4,23,nan,Santa Cruz
532,Sky Glider,4.4,28,Roller coaster,Santa Cruz
533,Undertow Spinning Coaster,4.8,37,Roller coaster,Santa Cruz
534,Segway Tours Monterey,5.0,28,nan,Santa Cruz
535,Felton Covered Bridge County Park,4.4,494,nan,Santa Cruz
536,Mitchell's Cove Beach,4.5,948,Beach,Santa Cruz
537,Skypark,4.5,602,Basketball court & skate park,Santa Cruz
538,Friends of Santa Cruz State Parks,4.0,4,Park and mariachi,Santa Cruz
539,Radius Gallery,4.9,11,Art,Santa Cruz
540,Sand Rock Farm,4.9,47,nan,Santa Cruz
541,UCSC Upper Campus Natural Reserve,5.0,11,Nature,Santa Cruz
542,South Gate Brewing Company,4.5,883,nan,Oakhurst
543,Fresno Flats Historical Village & Park,4.5,192,Living history museum with 1870s houses,Oakhurst
544,Golden Chain Theatre,4.8,160,nan,Oakhurst
545,Idle Hour Winery & Kitchen,4.8,97,nan,Oakhurst
546,Yosemite National Park,4.8,41455,"Tunnel View, El Capitan & giant sequoias",Oakhurst
547,The Little Church on the Hill,0.0,0,nan,Oakhurst
548,Discover Yosemite Tours,4.8,49,nan,Oakhurst
549,Oakhurst Spirits,4.6,10,nan,Oakhurst
550,Yosemite Axe Throwing,5.0,114,nan,Oakhurst
551,Lewis Creek Trail South Trailhead,4.7,209,nan,Oakhurst
552,Oak Room,4.4,217,nan,Oakhurst
553,Yosemite Wine Tails,4.9,69,nan,Oakhurst
554,Corlieu Falls,4.9,35,Waterfall,Oakhurst
555,Yosemite Mountain Sugar Pine Railroad,4.7,1127,Steam train ride through a scenic forest,Oakhurst
556,The Talking Bear,0.0,0,Bears,Oakhurst
557,Scenic Route Highway 49,0.0,0,nan,Oakhurst
558,Photo Safari Yosemite,0.0,0,nan,Oakhurst
559,Oakhurst Community Park,4.1,330,Park,Oakhurst
560,Nelder Grove,4.6,68,nan,Oakhurst
561,Stellar Gallery,4.5,11,nan,Oakhurst
562,California 49,0.0,0,Highway associated with the gold rush,Oakhurst
563,Ahwahnee Hills Regional Park,4.4,56,Park,Oakhurst
564,Crossroads Tours,4.5,74,nan,Oakhurst
565,Bass Lake,4.7,137,Long lake with water sports & lodging,Oakhurst
566,Wassama Round House | State Historic Park,4.5,35,Park,Oakhurst
567,Golden Gate Bridge,4.8,62781,Iconic art deco span opened in 1937,San Francisco
568,Alcatraz Island,4.7,33427,Notorious prison/historical attraction,San Francisco
569,Golden Gate Park,4.7,41835,Vast green space with gardens & museums,San Francisco
570,Palace of Fine Arts,4.7,19888,Theater & dance in a landmark building,San Francisco
571,San Francisco Museum of Modern Art,4.6,12755,Vast collection of prominent artworks,San Francisco
572,Coit Tower,4.5,11504,Landmark offering 360-degree city views,San Francisco
573,California Academy of Sciences,4.6,4154,Museum with science exhibits & research,San Francisco
574,Exploratorium,4.7,7576,Hands-on science museum,San Francisco
575,Twin Peaks,4.7,11887,Hilltop neighborhood with a scenic vista,San Francisco
576,PIER 39,4.6,107715,Scenic pier with food & activities,San Francisco
577,Oracle Park,4.7,23937,Ballpark for the San Francisco Giants,San Francisco
578,Ghirardelli Chocolate Experience,4.5,23931,Shopping and wine tasting,San Francisco
579,de Young Museum,4.6,6575,Fine-arts museum with a sculpture garden,San Francisco
580,Legion of Honor,4.7,3254,Renowned art museum with stunning views,San Francisco
581,Japanese Tea Garden,4.5,11951,Manicured gardens with Japanese teahouse,San Francisco
582,The Walt Disney Family Museum,4.6,3134,Exhibits on the life of Disney's founder,San Francisco
583,Asian Art Museum,4.6,3121,Eastern art & culture spanning centuries,San Francisco
584,Union Square,4.4,30466,"Famed hub for retail, dining & nightlife",San Francisco
585,The Painted Ladies,4.4,20060,Iconic row of historical Victorian homes,San Francisco
586,Lands End Lookout,4.8,7025,"Hiking, shipwrecks & Sutro Baths access",San Francisco
587,Chinatown,0.0,0,Historic enclave for Chinese culture,San Francisco
588,Fisherman's Wharf,0.0,0,"Crab stands, souvenir shops & sea lions",San Francisco
589,San Francisco Zoo,4.4,11094,100 acres of animals & more,San Francisco
590,San Francisco Botanical Garden,4.8,6178,Green refuge with rare plant collections,San Francisco
591,Lombard Street,4.7,707,Scenic steep street with 8 switchbacks,San Francisco
592,Ferry Building,4.6,28339,"Mecca for farmers, vendors & food lovers",San Francisco
593,Aquarium of the Bay,4.2,4170,Waterfront museum with aquatic animals,San Francisco
594,San Francisco Cable Car Museum,4.7,4715,Vintage cable cars & mechanical displays,San Francisco
595,Yerba Buena Gardens,4.6,3767,Public park & cultural space,San Francisco
596,Fort Point National Historic Site,4.7,2853,Civil War fortress,San Francisco
597,Presidio of San Francisco,0.0,0,Vast park with trails & overlooks,San Francisco
598,Mus�e M�canique,4.7,5995,Antique coin-operated arcade games,San Francisco
599,The Wave Organ,4.2,1468,Unique acoustic sculpture on the bay,San Francisco
600,Angel Island,4.5,217,Bay island with 360-degree city views,San Francisco
601,Sutro Baths,4.7,2234,"Site of a large, historical bathhouse",San Francisco
602,Mission Dolores Park,4.7,12679,Neighborhood green space with city views,San Francisco
603,San Francisco Maritime National Historical Park,4.6,4486,Exhibits on the oceangoing experience,San Francisco
604,Muir Woods National Monument,4.8,14563,Giant redwoods & Redwood Creek,San Francisco
605,Misi�n San Francisco de As�s,4.6,989,"Ornate, Spanish-style church & cemetery",San Francisco
606,San Francisco City Hall,4.5,1166,Elegant domed city government building,San Francisco
607,City Lights Booksellers & Publishers,4.7,3023,Famous bookstore with Beat-era history,San Francisco
608,Golden Gate National Recreation Area,4.7,16728,Historic sites & outdoor activities,San Francisco
609,Golden Gate Fortune Cookie Factory,4.5,3160,nan,San Francisco
610,Mission District,0.0,0,"Latino culture, hip bars & street art",San Francisco
611,Grace Cathedral,4.6,2062,Soaring church with artwork & labyrinths,San Francisco
612,Randall Museum,4.7,408,Children's museum on 16-acre park,San Francisco
613,Madame Tussauds San Francisco,4.3,2374,Wax museum featuring notable Americans,San Francisco
614,Alamo Square,0.0,0,Hip dining & iconic Painted Ladies row,San Francisco
615,Alamo Square,4.7,3350,Lawns & a play area with a famous view,San Francisco
616,Salesforce Park,4.8,2661,Roof garden with skyline views & coffee,San Francisco
617,San Francisco � Oakland Bay Bridge,4.5,2496,Elegant bridge with walking/cycling path,San Francisco
618,Conservatory of Flowers,4.7,2679,Domed greenhouse in Golden Gate Park,San Francisco
619,Children's Creativity Museum,4.6,607,Interactive arts & technology museum,San Francisco
620,Santa Cruz Beach Boardwalk,4.6,39662,Iconic amusement park on the beach,San Francisco
621,Marin Headlands,4.8,8285,Rugged coastline & wildlife haven,San Francisco
622,Ocean Beach,4.6,1337,"Flying kites, bonfires & windsurfing",San Francisco
623,Magowan's Infinite Mirror Maze,4.4,760,Colorful maze of mirrors & archways,San Francisco
624,16th Avenue Tiled Steps,4.7,2557,Unique ascending mosaic of sea to stars,San Francisco
625,The Castro Theatre,4.7,2373,"Films, fests, sing-a-longs & drag queens",San Francisco
626,Transamerica Pyramid,4.4,1020,"Unique, triangular skyscraper",San Francisco
627,Washington Square,4.5,4282,Historic park with special events,San Francisco
628,Museum of 3D Illusions,4.5,539,Museum,San Francisco
629,Tadich Grill,4.5,2263,Long-standing seafood destination,San Francisco
630,USS Pampanito Museum and Memorial,4.6,1858,WWII submarine turned museum & memorial,San Francisco
631,Battery Spencer,4.8,3177,Fort Baker site with Golden Gate views,San Francisco
632,John McLaren Park,4.6,1794,Expansive area with a golf course & pool,San Francisco
