,Name,Street Address,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu,City,State
70,Aldo's II Pizzeria and Restaurant,Pitkin ave crossbay blvd," Italian, Pizza, Vegetarian Friendly",4.0,60,nice uhgey738ju3b u4y4hf 4jfr84nf u4yrg7gy7tf4uhf8h4f ffi84hfnjn4fhuhff fu4hfu4hfu4fh fu4bfu4gfuf ufhbu4hfunfhb 48fgu4hf8ih4nr fhu4nfi4u8fhf u74bfu4f,+1 718-848-6895,https://www.tripadvisor.com//Restaurant_Review-g48355-d4678842-Reviews-Aldo_s_II_Pizzeria_and_Restaurant-Ozone_Park_Queens_New_York.html,Check The Website for a Menu,Ozone Park, NY
71,Alex's Bar & Grille,577 N Broadway," Italian, Vegetarian Friendly, Gluten Free Options",4.5,122,We arrived at 5:30pm on a Saturday.  The place was empty at that time but we were made to wait while restaurant personnel decided if they were going to seat us since we didn't have a reservation!  Stuck us in a dead corner with a...More,+1 914-358-1444,https://www.tripadvisor.com//Restaurant_Review-g48883-d1464214-Reviews-Alex_s_Bar_Grille-White_Plains_New_York.html,Check The Website for a Menu,White Plains, NY
72,Alex's Restaurant,1 Market St," American, Vegetarian Friendly, Gluten Free Options",4.5,63,"Terrific food, particularly breakfast and lunch, at very reasonable prices.  I particularly enjoyed the house-made corned beef hash at breakfast.",+1 845-452-1125,https://www.tripadvisor.com//Restaurant_Review-g48443-d2256249-Reviews-Alex_s_Restaurant-Poughkeepsie_New_York.html,Check The Website for a Menu,Poughkeepsie, NY
73,Alexa's Cafe and Catering,10115 Main St," American, Cafe, Vegetarian Friendly",4.5,141,"There are so many 5 star reviews for this place that it seems like I must keep ordering the bad stuff.  Because we live in the area we have been here several times, and I never have enjoyed the food.  The ambience is great, the...More",+1 425-402-1754,https://www.tripadvisor.com//Restaurant_Review-g58362-d464041-Reviews-Alexa_s_Cafe_and_Catering-Bothell_Washington.html,Check The Website for a Menu,Bothell, WA
74,Algarve Restaurant,656 Van Buren Ave," Portuguese, Seafood",4.0,182,"We were out in Elizabeth for some shopping 
and decided to lunch locally. Algarve was close, had solid TA reviews, so we gave it a try. Impressed. The Octopus appetizer was perfect. I enjoyed the Bacalao Grelhado, which was also very good. Vinho Verde was...More",+1 908-353-5858,https://www.tripadvisor.com//Restaurant_Review-g46414-d511602-Reviews-Algarve_Restaurant-Elizabeth_New_Jersey.html,Check The Website for a Menu,Elizabeth, NJ
75,Ali Baba Mediterranean Grill,2103 N Central Expy," Middle Eastern, Mediterranean, Vegetarian Friendly",4.5,219,"There is lots of jealousy there ,the women I dated didn't like it there ,the food is horrible,many faker Muslim Egyptian acts there,I hate devoted patriotic acts of Terror to the middle East",+1 972-437-1222,https://www.tripadvisor.com//Restaurant_Review-g56538-d653261-Reviews-Ali_Baba_Mediterranean_Grill-Richardson_Texas.html,https://alibabamedgrill.com/wp-content/uploads/2018/05/ali-baba_in-house-menu_april-2018.pdf,Richardson, TX
76,Alicia's Mexican Grille,25725 Katy Fwy," Mexican, Southwestern, Vegetarian Friendly",4.0,106,My son and I stopped in for a quick late lunch. We split an order of quesadillas and they were yummy! The green sauce and red sauce was tasty too. We will be back in the future to explore more items on the menu.,+1 281-347-1800,https://www.tripadvisor.com//Restaurant_Review-g56062-d3331810-Reviews-Alicia_s_Mexican_Grille-Katy_Texas.html,https://aliciasmexicangrille.com/menus/,Katy, TX
77,Aliotta's Via Firenze,4485 Torrance Blvd," Italian, Vegetarian Friendly, Vegan Options",4.5,116,No comments,+1 310-371-9555,https://www.tripadvisor.com//Restaurant_Review-g33182-d503590-Reviews-Aliotta_s_Via_Firenze-Torrance_California.html,Check The Website for a Menu,Torrance, CA
78,Allen Burger Venture,175 Allen St," American, Bar, Pub",4.5,166,"We stopped in on a busy night and were lucky enough to get seated just before it got crowded. The food was very good and the server was pleasant, however it took a long time to get our food. I would try it again to...More",+1 716-768-0386,https://www.tripadvisor.com//Restaurant_Review-g60974-d7991564-Reviews-Allen_Burger_Venture-Buffalo_New_York.html,Check The Website for a Menu,Buffalo, NY
79,Aloy's Italian Restaurant,157 Garden St," Italian, Pizza, Vegetarian Friendly",4.5,153,Haven't been to Alloy's in years so wife and I and 5 of our friends decided to eat here. Food was absolutely delicious and portions were large. Service was out of this world. Prices were very reasonable. We will defiantly start going more often.,+1 845-473-8400,https://www.tripadvisor.com//Restaurant_Review-g48443-d1554033-Reviews-Aloy_s_Italian_Restaurant-Poughkeepsie_New_York.html,Check The Website for a Menu,Poughkeepsie, NY
80,Alpha Omega,929 Franklin Ave," Middle Eastern, Mediterranean, Greek",4.5,222,"They have a large menu.  I love the lamb and the large selection of desserts. When I have gone in the evening, they have not been as crowded.",+1 254-732-7506,https://www.tripadvisor.com//Restaurant_Review-g56833-d10467281-Reviews-Alpha_Omega-Waco_Texas.html,Check The Website for a Menu,Waco, TX
81,Alto Cinco,526 Westcott St," Mexican, Southwestern, Vegetarian Friendly",4.0,309,"Enjoyed dinner on a Monday night after restaurant had been recommended to us. 
Very solid restaurant with a lot of options.
Pleasant atmosphere .
Dint hesitate to give it a try .",+1 315-472-3633,https://www.tripadvisor.com//Restaurant_Review-g48713-d421554-Reviews-Alto_Cinco-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu,Syracuse, NY
82,Altura Restaurant,617 Broadway E," Italian, Vegetarian Friendly",4.5,345,"I don't attend fancy dinners, but decided to splurge once with another couple. Simply amazing! The food had layers of flavor that literally became the topic of conversation until the next dish. Drinks were endless and the atmosphere melted away as the focus was on...More",+1 206-402-6749,https://www.tripadvisor.com//Restaurant_Review-g60878-d3206583-Reviews-Altura_Restaurant-Seattle_Washington.html,https://alturarestaurant.com/assets/pdf/Altura%2520Dinner%2520Menu.pdf,Seattle, WA
83,Amanda's,908 Washington St," American, Vegetarian Friendly, Vegan Options",4.5,332,"Arrived off the daytime flight from London and checked in to the Sheraton for one night.

Made the right choice to go out and find dinner rather than crash face down as the jet lag started to take hold...rather like man flu...

Looked on here...More",+1 201-798-0101,https://www.tripadvisor.com//Restaurant_Review-g46515-d459229-Reviews-Amanda_s-Hoboken_New_Jersey.html,Check The Website for a Menu,Hoboken, NJ
84,Amaro Bistro,18333 Bothell Way NE," Italian, Vegetarian Friendly, Vegan Options",4.5,173,"This is truly a special restaurant in Bothell!  We were not served for over two hours at McMenamins Anderson school down the street (even though they were not busy) and finally left to go to Amaro Bistro.  The hostess greeted us with a smile, we...More",+1 425-485-2300,https://www.tripadvisor.com//Restaurant_Review-g58362-d7336942-Reviews-Amaro_Bistro-Bothell_Washington.html,Check The Website for a Menu,Bothell, WA
85,Amaro's Table,1220 Main St," American, Bar, Pub",4.5,43,Met my family for a Christmas get together. All the food was excellent. Service was exceptional. Will definitely  return to this charming place.,+1 360-718-2942,https://www.tripadvisor.com//Restaurant_Review-g60820-d14046701-Reviews-Amaro_s_Table-Vancouver_Washington.html,http://amarostable.com#menus,Vancouver, WA
86,Amarone Ristorante,63 Cedar Ln," Italian, Vegetarian Friendly, Gluten Free Options",4.5,153,Our favorite restaurant.  We have never had a bad meal there & have been going there for 20 years.  Owners are always friendly & helpful.  The whole wait staff are friendly & professional.,+1 201-833-1897,https://www.tripadvisor.com//Restaurant_Review-g46862-d2374677-Reviews-Amarone_Ristorante-Teaneck_New_Jersey.html,Check The Website for a Menu,Teaneck, NJ
87,Amaya Indian Cuisine,1900 Clinton Ave S," Indian, Vegetarian Friendly, Vegan Options",4.5,200,"Taken me 4 months to get round to reviewing this restaurant -  but feel it should be recognized, even if a little late.  Found this little gem of a restaurant while traveling in Rochester, NY.  Totally exceeded our expectations. Extensive menu with traditional fare.  Service...More",+1 585-241-3223,https://www.tripadvisor.com//Restaurant_Review-g48503-d2346056-Reviews-Amaya_Indian_Cuisine-Rochester_Finger_Lakes_New_York.html,Check The Website for a Menu,Rochester, NY
88,Ambition Bistro,154 Jay St," American, Cafe, Vegetarian Friendly",4.5,133,"This little cafe was a great surprise. The food was excellent, the atmosphere was unique and casual and the staff was chill and friendly!",+1 518-382-9277,https://www.tripadvisor.com//Restaurant_Review-g48572-d1097185-Reviews-Ambition_Bistro-Schenectady_New_York.html,Check The Website for a Menu,Schenectady, NY
89,Ambrogio15,926 Turquoise St," Italian, Pizza, Wine Bar",5.0,262,No comments,+1 858-291-8650,https://www.tripadvisor.com//Restaurant_Review-g60750-d10260213-Reviews-Ambrogio15-San_Diego_California.html,https://www.ambrogio15.com/menu/,San Diego, CA
90,Ambrosia Bistro and Wine Bar,9211 E Montgomery Ave," American, Wine Bar, International",4.5,158,Cozy and classy atmosphere. The service and food is top notch. The house wines are very good and they have a nice appetizer menu.,+1 509-928-3222,https://www.tripadvisor.com//Restaurant_Review-g1784998-d1101406-Reviews-Ambrosia_Bistro_and_Wine_Bar-Spokane_Valley_Washington.html,http://nebula.wsimg.com/9014e12bd00632b45fbdba7019c11885?AccessKeyId=306C4CB4ECA364ECD0F6&disposition=0&alloworigin=1,Spokane Valley, WA
91,Amelia's,2645 Main St," American, Cafe, Vegetarian Friendly",4.5,211,No comments,+1 310-396-9095,https://www.tripadvisor.com//Restaurant_Review-g33052-d916101-Reviews-Amelia_s-Santa_Monica_California.html,Check The Website for a Menu,Santa Monica, CA
92,Amici Milano Restaurant,600 Chestnut Ave, Italian,4.5,77,"Amici Milano is no longer in business. 
The owner sold out and there is a new budiness in the location. The new budiness is called ”Emilianos” and is not very goood.",+1 609-396-6300,https://www.tripadvisor.com//Restaurant_Review-g46874-d512833-Reviews-Amici_Milano_Restaurant-Trenton_New_Jersey.html,Check The Website for a Menu,Trenton, NJ
93,Amici's,35 Main St," Italian, Bar, Pizza",4.0,197,Traditional Italian dishes that grandma would love and an amazing selection of culinary inspired dishes that rival some high end NYC restaurants.  Chef Joel is often seen greeting tables and making sure everyone’s dinning experience is wonderful.,+1 845-452-4700,https://www.tripadvisor.com//Restaurant_Review-g48443-d1009308-Reviews-Amici_s-Poughkeepsie_New_York.html,Check The Website for a Menu,Poughkeepsie, NY
94,Amish Market East,240 E 45th St," Deli, Vegetarian Friendly, Vegan Options",4.5,243,"If you want great quality food in the center this is a good place. It has a dairy and food staples selection, gray cakes, breads, fruit and even hot meals. For food to go highly recommended. Loved the Red Velvet cake and the Cheesecake Brownie!",+1 212-370-1761,https://www.tripadvisor.com//Restaurant_Review-g60763-d424278-Reviews-Amish_Market_East-New_York_City_New_York.html,Check The Website for a Menu,New York City, NY
95,Ammatoli Mediterranean Bites,285 E 3rd St," Lebanese, Mediterranean, Middle Eastern",4.0,5,No comments,+1 562-435-0808,https://www.tripadvisor.com//Restaurant_Review-g32648-d14998643-Reviews-Ammatoli_Mediterranean_Bites-Long_Beach_California.html,https://www.ammatoli.com/menu,Long Beach, CA
96,Amore Ristorante,140 Rifle Camp Rd," Italian, Vegetarian Friendly, Vegan Options",4.5,88,"The most warn and welcoming environment, Excellent customer service, The  food was delicious and authentic.If you enjoy great Italian food with wonderful hospitality then this is the place for you.",+1 973-925-5600,https://www.tripadvisor.com//Restaurant_Review-g3411624-d7142087-Reviews-Amore_Ristorante-Woodland_Park_New_Jersey.html,Check The Website for a Menu,Woodland Park, NJ
97,Amy Ruth's Home Style Southern Cuisine,113 W 116th St," American, Vegetarian Friendly",4.0,895,Hands down the best fried chicken I have ever had! Come hungry - the portions are huge. Can’t wait to go back and have the chicken and waffles. My husband said it was great!,+1 212-280-8779,https://www.tripadvisor.com//Restaurant_Review-g60763-d457871-Reviews-Amy_Ruth_s_Home_Style_Southern_Cuisine-New_York_City_New_York.html,Check The Website for a Menu,New York City, NY
98,Amy's Omelette House,302 Cuthbert Blvd," American, Diner, Vegetarian Friendly",4.5,190,"The quality is very good, the selection is crazy and the prices make for an excellent value. If you can't find something in their menu you just can't be pleased.",+1 856-488-9600,https://www.tripadvisor.com//Restaurant_Review-g46354-d3459332-Reviews-Amy_s_Omelette_House-Cherry_Hill_New_Jersey.html,http://youramys.com/menu.html,Cherry Hill, NJ
99,Anchor Bar,1047 Main St, American,4.0,3113,"For over 37 years my family and many friends drove with us from Toronto Canada to go eat at Frank and Teresa’s Anchor Bar in Buffalo NY
We enjoyed the chicken wings because nobody could duplicate theirs which were crisp and with a  great control...More",+1 716-884-4083,https://www.tripadvisor.com//Restaurant_Review-g60974-d408581-Reviews-Anchor_Bar-Buffalo_New_York.html,Check The Website for a Menu,Buffalo, NY
100,Anchor Oyster Bar & Seafood Market,579 Castro St," American, Seafood, Soups",4.5,640,No comments,+1 415-552-7584,https://www.tripadvisor.com//Restaurant_Review-g60713-d368799-Reviews-Anchor_Oyster_Bar_Seafood_Market-San_Francisco_California.html,Check The Website for a Menu,San Francisco, CA
101,Anchos Southwest Grill & Bar,10773 Hole Ave," Mexican, Southwestern, Vegetarian Friendly",4.5,515,No comments,+1 951-352-0240,https://www.tripadvisor.com//Restaurant_Review-g32978-d446618-Reviews-Anchos_Southwest_Grill_Bar-Riverside_California.html,Check The Website for a Menu,Riverside, CA
102,Andale Mexican Restaurant & Cantina,9201 Gateway Blvd W," Mexican, Latin, Vegetarian Friendly",4.0,150,"There are so many choices for Mexican food on the border, but we decided to try something new . . .

We are VERY glad to have tried Andale.  There was live music that night with a 30 minute wait for a table, but we...More",+1 915-590-5999,https://www.tripadvisor.com//Restaurant_Review-g60768-d2651692-Reviews-Andale_Mexican_Restaurant_Cantina-El_Paso_Texas.html,http://www.andalemexicanrestaurant.com/#menu,El Paso, TX
103,Andalous Mediterranean Grill,6450 N Macarthur Blvd," Mediterranean, Greek, Middle Eastern",4.5,246,Food was well presented and tasted good. For me I like more spice. I would return and try again in the future.,+1 972-401-8900,https://www.tripadvisor.com//Restaurant_Review-g56032-d3396355-Reviews-Andalous_Mediterranean_Grill-Irving_Texas.html,http://www.andalousgrill.com#sectionMenu,Irving, TX
104,Andalous Mediterranean Grill,457 E Interstate 20," Mediterranean, Middle Eastern, Lebanese",4.5,86,"I had a gyro and Greek salad.  the salad was the best Greek salad I ever had.  The gryo was cold,not so tasty and I was expecting the pickles.  I like the pickles just not on my gyro.  Other menu items looked good.  Worth a...More",+1 817-465-2100,https://www.tripadvisor.com//Restaurant_Review-g30183-d8326581-Reviews-Andalous_Mediterranean_Grill-Arlington_Texas.html,http://www.andalousgrill.com#sectionMenu,Arlington, TX
